n_tar,n_sp,id,Runtime,Obj
1,2,0,1.6040000915527344,9.022
1,2,1,0.252000093460083,1.001
1,2,2,0.35199999809265137,1.001
1,2,3,4.700000047683716,9.02
1,2,4,1.6340000629425049,7.015
1,2,5,0.4719998836517334,5.008
1,2,6,0.4419999122619629,5.013
1,2,7,1.441999912261963,7.016
1,2,8,0.4630000591278076,5.014
1,2,9,0.39299988746643066,2.002
1,3,0,0.5190000534057617,7.023
1,3,1,0.4230000972747803,4.005
1,3,2,0.437999963760376,5.006
1,3,3,0.4549999237060547,4.005
1,3,4,0.3619999885559082,2.004
1,3,5,0.4230000972747803,4.005
1,3,6,0.33899998664855957,2.006
1,3,7,0.377000093460083,1.001
1,3,8,1.2999999523162842,7.015
1,3,9,0.3769998550415039,5.008
1,4,0,0.565000057220459,7.016
1,4,1,0.375,6.015
1,4,2,0.312999963760376,1.001
1,4,3,0.3789999485015869,4.004
1,4,4,0.34399986267089844,4.005
1,4,5,0.3599998950958252,2.002
1,4,6,0.3599998950958252,2.004
1,4,7,0.4230000972747803,7.013
1,4,8,0.3429999351501465,1.001
1,4,9,0.440000057220459,4.006
1,5,0,0.5199999809265137,7.014
1,5,1,0.43599987030029297,5.005
1,5,2,0.39300012588500977,5.009
1,5,3,0.36100006103515625,2.002
1,5,4,0.3340001106262207,1.001
1,5,5,0.36100006103515625,2.002
1,5,6,0.4849998950958252,4.005
1,5,7,0.35899996757507324,3.002
1,5,8,0.36100006103515625,3.002
1,5,9,0.34399986267089844,1.001
1,8,0,0.3600001335144043,5.009
1,8,1,0.37800002098083496,7.013
1,8,2,0.37199997901916504,3.003
1,8,3,0.39100003242492676,4.004
1,8,4,0.36500000953674316,3.002
1,8,5,0.36099982261657715,3.004
1,8,6,0.33899998664855957,1.001
1,8,7,0.36100006103515625,4.003
1,8,8,0.35899996757507324,6.007
1,8,9,0.46899986267089844,6.008
1,12,0,0.36100006103515625,5.006
1,12,1,0.3600001335144043,3.002
1,12,2,0.372999906539917,5.004
1,12,3,0.3599998950958252,4.004
1,12,4,0.34999990463256836,3.002
1,12,5,0.3429999351501465,3.002
1,12,6,0.375,5.004
1,12,7,0.33299994468688965,1.001
1,12,8,0.37599992752075195,4.003
1,12,9,0.36100006103515625,3.004
1,15,0,0.25,6.005
1,15,1,0.2389998435974121,1.001
1,15,2,0.28100013732910156,4.003
1,15,3,0.2820000648498535,4.003
1,15,4,0.2589998245239258,4.003
1,15,5,0.26600003242492676,7.006
1,15,6,0.2650001049041748,3.002
1,15,7,0.2650001049041748,4.003
1,15,8,0.27900004386901855,5.004
1,15,9,0.2890000343322754,5.004
2,2,0,113.41599988937378,11.028
2,2,1,24.225000143051147,8.019
2,2,2,4.266000032424927,7.012
2,2,3,149.89100003242493,10.03
2,2,4,2.2850000858306885,5.011
2,2,5,5.477999925613403,7.018
2,2,6,2.1600000858306885,5.006
2,2,7,2.075000047683716,5.007
2,2,8,27.913000106811523,9.016
2,2,9,9.726999998092651,7.013
2,3,0,3.994999885559082,9.026
2,3,1,136.59400010108948,10.03
2,3,2,5.009000062942505,6.015
2,3,3,1.8380000591278076,4.006
2,3,4,1.8819999694824219,6.013
2,3,5,4.796999931335449,6.015
2,3,6,1.9479999542236328,4.007
2,3,7,12.299000024795532,8.021
2,3,8,1.3849999904632568,4.01
2,3,9,3.0399999618530273,7.017
2,4,0,2.5369999408721924,6.011
2,4,1,2.753999948501587,7.02
2,4,2,2.4880001544952393,6.012
2,4,3,1.2839999198913574,4.009
2,4,4,1.378999948501587,4.006
2,4,5,1.3310000896453857,3.005
2,4,6,1.8029999732971191,5.015
2,4,7,1.252000093460083,5.008
2,4,8,1.3479998111724854,3.004
2,4,9,11.032999992370605,8.02
2,5,0,4.912999868392944,8.016
2,5,1,1.3320000171661377,4.008
2,5,2,1.5179998874664307,4.009
2,5,3,1.6820001602172852,6.009
2,5,4,2.1459999084472656,6.016
2,5,5,1.6770000457763672,5.011
2,5,6,1.4270000457763672,4.008
2,5,7,1.5169999599456787,6.012
2,5,8,1.5950000286102295,5.011
2,5,9,2.0369999408721924,6.015
2,8,0,2.0199999809265137,8.014
2,8,1,1.2360000610351562,3.004
2,8,2,1.2839999198913574,2.003
2,8,3,1.3020000457763672,3.003
2,8,4,1.88100004196167,5.006
2,8,5,1.4739999771118164,6.011
2,8,6,1.2679998874664307,4.004
2,8,7,1.1899998188018799,2.003
2,8,8,1.4089999198913574,4.009
2,8,9,1.556999921798706,5.008
2,12,0,1.690000057220459,7.008
2,12,1,1.3199999332427979,3.004
2,12,2,1.2929999828338623,4.004
2,12,3,1.245999813079834,4.004
2,12,4,1.246999979019165,3.003
2,12,5,1.255000114440918,5.008
2,12,6,1.257000207901001,4.004
2,12,7,1.2420001029968262,5.005
2,12,8,1.2880001068115234,5.006
2,12,9,1.5230000019073486,6.009
2,14,0,0.8629999160766602,4.006
2,14,1,0.8480000495910645,3.003
2,14,2,0.8080000877380371,2.004
2,14,3,0.8249998092651367,3.004
2,14,4,0.8480000495910645,6.007
2,14,5,0.8500001430511475,4.006
2,14,6,0.880000114440918,5.006
2,14,7,0.8650000095367432,2.003
2,14,8,0.9900000095367432,5.006
2,14,9,0.8159999847412109,4.004
3,2,0,500,0
3,2,1,500,0
3,2,2,171.1119999885559,9.026
3,2,3,114.18600010871887,8.024
3,2,4,8.572999954223633,5.01
3,2,5,8.236000061035156,6.015
3,2,6,15.917999982833862,6.018
3,2,7,172.45199990272522,9.032
3,2,8,500,0
3,2,9,15.330999851226807,6.019
3,3,0,48.80999994277954,9.032
3,3,1,149.62599992752075,8.017
3,3,2,4.295000076293945,6.013
3,3,3,13.90399980545044,7.019
3,3,4,12.746000051498413,7.023
3,3,5,4.745000123977661,6.013
3,3,6,44.6800000667572,7.017
3,3,7,68.45899987220764,8.02
3,3,8,17.276000022888184,7.013
3,3,9,3.5500001907348633,5.01
3,4,0,187.79700016975403,9.028
3,4,1,500,0
3,4,2,2.697999954223633,3.009
3,4,3,6.559999942779541,6.018
3,4,4,4.939000129699707,6.013
3,4,5,2.8989999294281006,5.015
3,4,6,2.932000160217285,3.007
3,4,7,91.95800018310547,8.019
3,4,8,2.700000047683716,4.014
3,4,9,7.148000001907349,7.014
3,5,0,3.1480000019073486,6.018
3,5,1,2.308000087738037,5.012
3,5,2,6.7200000286102295,6.025
3,5,3,5.122999906539917,6.01
3,5,4,29.194000005722046,7.014
3,5,5,3.1679999828338623,5.017
3,5,6,3.6050000190734863,5.009
3,5,7,4.205999851226807,5.011
3,5,8,9.41700005531311,7.016
3,5,9,3.5270001888275146,5.015
3,8,0,3.7790000438690186,6.016
3,8,1,2.9800000190734863,6.013
3,8,2,2.9010000228881836,7.01
3,8,3,1.6449999809265137,4.007
3,8,4,1.874000072479248,4.008
3,8,5,2.368000030517578,5.009
3,8,6,3.177000045776367,6.013
3,8,7,2.8559999465942383,6.009
3,8,8,1.5339999198913574,4.01
3,8,9,1.7569999694824219,4.008
3,12,0,2.6710000038146973,8.01
3,12,1,1.9830000400543213,5.011
3,12,2,2.5420000553131104,6.011
3,12,3,1.7750000953674316,4.007
3,12,4,1.7590000629425049,4.01
3,12,5,2.2330000400543213,4.006
3,12,6,2.0180001258850098,5.008
3,12,7,2.257999897003174,5.01
3,12,8,1.9489998817443848,5.007
3,12,9,2.0859999656677246,5.012
3,13,0,2.3570001125335693,5.008
3,13,1,1.7430000305175781,5.01
3,13,2,1.7060000896453857,7.013
3,13,3,1.5360000133514404,2.004
3,13,4,2.005000114440918,5.009
3,13,5,2.0460000038146973,6.01
3,13,6,1.872999906539917,6.011
3,13,7,1.2879998683929443,1.003
3,13,8,2.009999990463257,5.008
3,13,9,1.556999921798706,4.005
4,2,0,68.87199997901917,7.021
4,2,1,500,0
4,2,2,500,0
4,2,3,35.59299993515015,6.015
4,2,4,419.5440001487732,10.025
4,2,5,285.78000020980835,8.015
4,2,6,29.158999919891357,6.013
4,2,7,500,0
4,2,8,500,0
4,2,9,500,0
4,3,0,150.74199986457825,9.024
4,3,1,489.1419999599457,8.022
4,3,2,15.765000104904175,6.019
4,3,3,500,0
4,3,4,422.52500009536743,8.027
4,3,5,500,0
4,3,6,23.433000087738037,6.014
4,3,7,500,0
4,3,8,500,0
4,3,9,223.64800000190735,7.023
4,4,0,363.8619999885559,9.025
4,4,1,10.144000053405762,5.013
4,4,2,8.855999946594238,6.013
4,4,3,88.1470000743866,7.019
4,4,4,14.412000179290771,5.021
4,4,5,14.443000078201294,6.01
4,4,6,16.116000175476074,6.016
4,4,7,46.17199993133545,7.021
4,4,8,247.06700015068054,8.025
4,4,9,252.40100002288818,7.019
4,5,0,12.93999981880188,6.015
4,5,1,227.731999874115,7.022
4,5,2,15.938999891281128,6.017
4,5,3,7.2220001220703125,4.01
4,5,4,6.434999942779541,4.012
4,5,5,29.618000030517578,7.019
4,5,6,24.513000011444092,8.022
4,5,7,12.513999938964844,5.015
4,5,8,18.88100004196167,7.015
4,5,9,298.518000125885,7.027
4,8,0,13.730999946594238,5.012
4,8,1,39.348999977111816,8.021
4,8,2,23.990000009536743,6.017
4,8,3,10.256999969482422,5.013
4,8,4,16.825000047683716,6.018
4,8,5,8.152000188827515,4.008
4,8,6,4.569999933242798,4.008
4,8,7,20.569999933242798,8.017
4,8,8,7.454999923706055,7.021
4,8,9,5.263000011444092,4.012
4,12,0,4.819999933242798,5.011
4,12,1,5.331000089645386,6.012
4,12,2,5.54800009727478,6.018
4,12,3,5.820000171661377,5.01
4,12,4,5.054999828338623,5.012
4,12,5,4.940000057220459,5.013
4,12,6,5.044999837875366,5.012
4,12,7,3.50600004196167,4.009
4,12,8,5.013000011444092,6.013
4,12,9,5.685999870300293,5.013
5,2,0,500,0
5,2,1,500,0
5,2,2,137.63299989700317,7.022
5,2,3,500,0
5,2,4,500,0
5,2,5,500,0
5,2,6,500,0
5,2,7,500,0
5,2,8,500,0
5,2,9,500,0
5,3,0,130.4029998779297,9.023
5,3,1,500,0
5,3,2,500,0
5,3,3,500,0
5,3,4,427.1100001335144,8.018
5,3,5,154.52499985694885,7.02
5,3,6,346.5389997959137,8.023
5,3,7,500,0
5,3,8,500,0
5,3,9,500,0
5,4,0,271.44199991226196,7.028
5,4,1,192.77999997138977,7.024
5,4,2,97.04500007629395,7.024
5,4,3,182.60400009155273,8.027
5,4,4,500,0
5,4,5,500,0
5,4,6,336.00999999046326,8.018
5,4,7,179.78900003433228,7.02
5,4,8,500,0
5,4,9,500,0
5,5,0,299.8359999656677,8.028
5,5,1,210.27900004386902,7.022
5,5,2,7.828000068664551,7.032
5,5,3,70.50099992752075,7.017
5,5,4,162.9649999141693,7.022
5,5,5,145.4850001335144,8.024
5,5,6,19.35699987411499,5.017
5,5,7,113.60099983215332,7.014
5,5,8,500,0
5,5,9,446.04100012779236,8.028
5,8,0,190.02700018882751,8.022
5,8,1,13.812000036239624,6.015
5,8,2,8.796000003814697,6.021
5,8,3,8.069000005722046,5.012
5,8,4,17.147000074386597,7.018
5,8,5,24.549999952316284,8.017
5,8,6,17.003000020980835,4.013
5,8,7,7.789999961853027,5.011
5,8,8,14.00600004196167,7.015
5,8,9,20.221999883651733,6.023
5,11,0,6.601999998092651,4.008
5,11,1,4.838000059127808,5.012
5,11,2,8.360999822616577,5.015
5,11,3,12.559000015258789,5.012
5,11,4,5.127000093460083,5.015
5,11,5,6.889000177383423,5.011
5,11,6,12.420000076293945,6.013
5,11,7,9.956000089645386,6.014
5,11,8,18.669999837875366,6.011
5,11,9,7.510999917984009,5.013
8,2,0,500,0
8,2,1,500,0
8,2,2,500,0
8,2,3,500,0
8,2,4,500,0
8,2,5,500,0
8,2,6,500,0
8,2,7,500,0
8,2,8,500,0
8,2,9,500,0
8,3,0,500,0
8,3,1,500,0
8,3,2,500,0
8,3,3,500,0
8,3,4,500,0
8,3,5,500,0
8,3,6,500,0
8,3,7,500,0
8,3,8,500,0
8,3,9,500,0
8,4,0,500,0
8,4,1,500,0
8,4,2,500,0
8,4,3,500,0
8,4,4,500,0
8,4,5,500,0
8,4,6,500,0
8,4,7,500,0
8,4,8,500,0
8,4,9,500,0
8,5,0,500,0
8,5,1,500,0
8,5,2,500,0
8,5,3,500,0
8,5,4,500,0
8,5,5,500,0
8,5,6,500,0
8,5,7,500,0
8,5,8,500,0
8,5,9,500,0
8,8,0,500,0
8,8,1,459.11500000953674,7.027
8,8,2,98.87299990653992,7.024
8,8,3,43.50499987602234,6.022
8,8,4,216.04699993133545,6.023
8,8,5,269.02899980545044,6.022
8,8,6,500,0
8,8,7,500,0
8,8,8,51.11900019645691,5.018
8,8,9,500,0
12,2,0,500,0
12,2,1,500,0
12,2,2,500,0
12,2,3,500,0
12,2,4,500,0
12,2,5,500,0
12,2,6,500,0
12,2,7,500,0
12,2,8,500,0
12,2,9,500,0
12,3,0,500,0
12,3,1,500,0
12,3,2,500,0
12,3,3,500,0
12,3,4,500,0
12,3,5,500,0
12,3,6,500,0
12,3,7,500,0
12,3,8,500,0
12,3,9,500,0
12,4,0,500,0
12,4,1,500,0
12,4,2,500,0
12,4,3,500,0
12,4,4,500,0
12,4,5,500,0
12,4,6,500,0
12,4,7,500,0
12,4,8,500,0
12,4,9,500,0
